name,job,organization,gender,tweet_count,hebrew_name,retweet_count,avg_retweet_count,favorite_count,avg_favorite_count,word_count,avg_word_count,char_count,avg_char_count,negative,neutral,positive,compound,text,traffic_count,avg_traffic_count
Karhi,Politician,Likud,Male,4,יערק,41,10.25,743,185.75,62,15.5,307,76.75,0.025,0.6637500000000001,0.31125,0.502825,"oshratlevy5 חן חן אושרת תודה רבה חודש טוב וחנוכה שמח הצעת החוק לטובת ההתיישבות הצעירה עברה בטרומית
זהו יום חשוב עבורנו ונדבך נוסף להשלמת ריבונתנו ועצמאותנו בארץ נחלת א בקרוב עמלת פרעון מוקדם תיחתך ב50 לבעלי משכנתאות ותיקות מעל 8 שנים

הנושא הזה קצת נשכח מהכותרות אך מדובר בבשור gideonallon בשעה טובה ובמזל טוב גדעון שתרוו נחת מכל יוצאי חלציכם בבריאות ושמחה וחיים טובים",784,196.0
Karni,Journalist,Yediot,Male,5,ינרק לבוי,32,6.4,831,166.2,93,18.6,467,93.4,0.16419999999999998,0.7409999999999999,0.0948,-0.26102,"מתיחות מקורבי gantzbe וgabi_ashkenazi מדווחים דווקא על חיוכים ויחסים מצויינים
הערב באירוע הדלקת נרות חנוכה עם בשוך משבר הקורונה נצטרך לשאול את עצמנו איך קרה שגוף כמו המלל ניהל את המשבר האזרחי החמור בתולדות המדינה
הערב ב21 גורמים בכחול לבן מדווחים על מתיחות גדולה בין gantzbe לgabi_ashkenazi לכן אשכנזי גזר על עצמו שתיקה ולא מתראיין רואה עכשיו תמונות של נוסעים בנתבג
פצצת קורונה מהלכת
שובר את הראש מאיפה האובססיה של עם ישראל עם הטיסות לדובאי הרווחנו יום למשבר הפוליטי
עכשיו זה רשמי אם אין תקציב מדינה עד 2212 ביום שלישי הבא  הכנסת תתפזר בלילה שבין שלישי לרביעי",863,172.6
Katz_Ofir,Politician,Likud,Male,3,ריפוא ץכ,58,19.333333333333332,531,177.0,48,16.0,215,71.66666666666667,0.08366666666666667,0.5403333333333333,0.37600000000000006,0.40830000000000005,"yossitaieb תודה רבה לך חברי היקר תודה על פעילותך החשובה בנושא הזה נמשיך להאבק יחד בשביל לשמור על הילדים 89 חברי כנסת בעד 0 מתנגדים
אחרי שנה וחצי של מאבקים הצעת החוק שלי שקובעת שכל מתעללת בפעוט תשב בכלא עברה בטרומית gideonallon המון מזל טוב גדעון בריאות שמחה ונחת",589,196.33333333333334
Kisch,Politician,Likud,Male,2,שיק,34,17.0,600,300.0,32,16.0,172,86.0,0.101,0.899,0.0,-0.3243,"עמדת משרד הבריאות הפוכה
תוקף החוק מסתיים אך מדינת ישראל צריכה את הארכת החוק ואנו פועלים לכך חסרת אחריות
פוגעת במאמץ חיסון האוכלוסיה
ממשיכה בפופוליזם זול עם אפס מנהיגות
מציע לגב שאשא ביטון להתפטר מהכנסת ו",634,317.0
Knesset,Media,,,51,תסנכה ץורע,24,0.47058823529411764,219,4.294117647058823,749,14.686274509803921,3592,70.43137254901961,0.06233333333333334,0.8286470588235295,0.06982352941176471,0.0071607843137254925,"עושים עלי סיבוב פוליטי עם החיסונים לא מרגישה בטוחה אין מספיק מידע על החיסונים  כך אומרת חכ yuliamalinovsky
מ  הבמאי צדי צרפתי ספד ליעקב אגמון הוא שינה את חייהוא עשה דברים שהם חלק מחיינו עד היום עוד אמר התחושה היא שהתרב חי החיסונים בדרכם לישראל  הצטרפו למהדורת הערב עם nadavelimelech לינק לתוכנית המלאה חברת חשמל היא מונופול  כך טוען עוד גיל גן מור מהאגודה לזכויות האזרח  בועז ארד מנהל מרכז איאן ראנד ומייסד הת מי באמת מנהל את משבר הקורונה בישראל  
yuvalkarni  להקדים את המאוחר 
בפוסטמורטם קצר 
על תהליכי קבלת ההחלטות של נ והנה התמלול המלא הגברת חברת הכנסת קרןברק את בקואליציה אני באופוזיציה תשמרי על הקווים בבקשה יום טוב rt nadavelimelech רהמ netanyahu הודיע כי במוצאי השבת יגש להתחסן rt nadavelimelech שוב ישיבת הממשלה שנדחתה למחר  בוטלה יור האופוזיציה yairlapid מאשים החיסונים הם לא הישג פוליטי כל מי שיכול לשלם יקבל חיסונים נתניהו פישל בקורונה אולי הילד בן השנה יכין לאמא שלו שניצל כשהיא תחזור מהעבודה  כך אומרת חכ meravmichaeli על רקע ההצעה לחייב את המ  ניסיתי להתאבד שלוש פעמים אחרי שהימרתי את עצמי לדעת במשחק הטוטו והווינר והפסדתי 7 מיליון ש  צפו בעדותו המטלטל ניסיתי להתאבד שלוש פעמים אחרי שהימרתי את עצמי לדעת במשחק הטוטו והווינר והפסדתי 7 מיליון ש  צפו בעדותו המטלטל חי טקס הדלקת נרות חנוכה במשכן הכנסת חכ חיים כץ במליאה אוסמה אתה לא כסיף הגיע הזמן שתבינו שליהודים במדינה הזאת מגיע גם זכויות זה אדמות מדינה לא אדמ מי חברת הכנסת שגלש לחנייה של ornabarb צפו בתיעוד מחניון הכנסת הרצחת וגם ירשת  כך הגיב חכ osamasaadi63 מlistjoint להצעת החוק להסדרת ההתיישבות הצעירה ביהודה ושומרון יש שם ויכוחסוער  אני מתבייש שהיית קצין בצבא היום אתה מבזה את צהל  כך אמר השר tzachi_hanegbi לחכ yairgolan1 האם מפלגת likud_pay תתמוך חכ bezalelsm מעוניין להעביר את הצעת החוק להסדרת ההתיישבות הצעירה עד התפזרות הכנסת ה צפו בנאום המלא של חכ ofirkatzmk במהלכו גם תקף את שר המשפטים avinissenkorn אני מנסה לק אני עם דמעות בעיניים  כמה הם סבלו כמה הם סובלים כך אמר חכ ofirkatzmk מlikud_pay בהצעת החוק שלו שקובעת שכל moran_ynet 
jacobeilon 
כנסתהבוקר rt nadavelimelech יממה פחות  אם תקציב 2020 לא יעבור הכנסת תפוזר בחצות הלילה בין שלישי לרביעי  

פחות ימים להגיע להסכמות לפשרות ולשינוי תכנית avigdorliberman להחלפת netanyahu קואליציה ציונית וליברלית עם gidonsaar yairlapid וnaftalibennett בתג צפו בדבריו המלאים של סגן השר לביטחון פנים חכ gyevarkan מlikud_pay kumiiisrael 
theblackflags1
myutopiamagazin המפגינים בבלפור ובצמתים לא באו במגע עם il_police בחיים שלהם הפעם הראשונה שראו משטרה בחיים שלהם זה עכשיו חכ פיספסתם את כנסתהבוקר עם moran_ynet
מוזמנים להאזין דרך הסאונדקלאוד לא כולם מושחתים  כך אמר חכ  eitanginzburg  על סוגיית מינויים עם זיקה אתם גורמים לאנשים להדיר את רגליהם מפעיל לא יהיה פיזור  כך טען חכ חיים כץ מlikud_pay בדיון בוועדת העבודה והרווחה בעניין האפשרות לבחירות חי הורדת אחוז החסימה לקריאה טרומית  הצטרפו לשידור ממליאת הכנסת אנשים מהכנסת מפיצים פייק ניוז  מדברים על חיסונים מסוכנים קוראים לא להתחסן  השר yuliedelstein יוצא נגד האנשים אנשים מהכנסת מפיצים פייק ניוז  מדברים על חיסונים מסוכנים קוראים לא להתחסן  השר yuliedelstein יוצא נגד האנשים הכל נשאר במשפחה
חכ tamarzandberg איך שניכנס למצב ש20 מהאוכלוסייה מתחסנת   מה תהיה מדיניות הכניסה
חכ חיים החתול יוצא מהבית  העכברים פורצים בריקודים  כך עקץ השר yuliedelstein כשהתייחס לפתיחת המליאה היום בשעה 1100 פ rt yanircozin לאביגדור ליברמן יש טריק יפה מערכת הבחירות מתחילה ואז הוא פונה לראשי המפלגות בפנייה פומבית לאיחוד או לחתימה על אמנה

על חי נערכים לתחילת הענקת חיסוני הקורונה  הצטרפו לדיונים בוועדת העבודה הרווחה והבריאות הפסדתי בהימורים קצת יותר מ7 מיליון שקל  טל אבירם מכור להימורים לשעבר היום רכז מדריכי נוער מכור בשירות הצבאי עוד itamarbengvir  הצחיק אותי שבנט אמר שהוא נגד חרמות  מה הוא עשה לי אם לא חרם על אפשרות לחיבור לקראת הבחי חי דיון בנושא התמכרות להימורים  כעת בוועדת הסמים והאלכהול malkielim82 הורדת אחוז החסימה  דבר שמוריד את המשילות  כך אמר חכ מיכאלי משס לmoran_ynet בכנסתהבוקר לקראת ההצבעה היום ב אם naftalibennett גם ככה יכנס בסוף לממשלה  שיצטרף כבר עכשיו  כך אומרת השרה gilagamliel על האפשרות ש מפלגת רק לא ביבי  כך התייחסה השרה gilagamliel  לקריאה של avigdorliberman להקמת גוש ימיןליברלי מדובר באיחוד חי יוזמת יור beytenu חכ avigdorliberman לגוש ימניליברלי  הצטרפו לכנסתהבוקר עם moran_ynet כותרות כנסתהבוקר עם moran_ynet  יום רביעי 16122020 שאלותהיום
3 האם המינוי לדעתכם ימצא פתרון שימנע הליכה לבחירות
כנסתהבוקר עם moran_ynet שאלותהיום
2 האם המינוי של קובי שבתאי למפכל המשטרה נכון
כנסתהבוקר עם moran_ynet שאלותהיום
1 האם אתם תומכים בהורדת אחוז החסימה
כנסתהבוקר עם moran_ynet",243,4.764705882352941
Kra,Journalist,Reshet,Male,1,ארק ךורב,0,0.0,5,5.0,7,7.0,36,36.0,0.223,0.777,0.0,-0.3182,eran_singer מה זאת השריקה הזאת בקטע הקריטי,5,5.0
Kushnir,Politician,Israel_Beytenu,Male,1,רינשוק,0,0.0,7,7.0,20,20.0,91,91.0,0.195,0.708,0.097,-0.6486,וועדת חוץ וביטחון דחתה שוב את הצעתי הדחופה לסדר בעניין החטופים ממבצע צוק איתן הההצעה נדחתה ללא שום הסבר הגיוני,7,7.0
Lahav-Hertzanu,Politician,Yesh_Atid,Male,5,ונצרה-רהל,9,1.8,182,36.4,59,11.8,258,51.6,0.0366,0.8512000000000001,0.11199999999999999,-0.004200000000000004,mkorlyfroman כל הכבוד אורלי  עצוב שמשרת ציבור מזהם את המרחב הציבורי ומכנה את תושבי העיר בכינויי גנאי אנחנו לא חולים ולא פגומים  אנחנו שווים וד orico19835782 נהוראי מרציאנו ברור שאתחסן מוקדם ככל שזה יתאפשר אני מלווה את סיפורה של צילה כבר חודשים רבים וכבר הגשתי גם הצעת חוק בנושא אנחנו לא ננוח עד שיוסר ענן איהודאות מע,191,38.2
Lampel,Journalist,Kann,Female,4,לפמל הירוד,43,10.75,0,0.0,94,23.5,439,109.75,0.03075,0.88275,0.0865,0.13394999999999999,rt kann_news לא בכל יום עשייה עיתונאית מובילה לעשיית צדק אך היום זוכה ליאור מירז מאשמת השוחד  בעקבות פרסום הקלטות על ידי almog_tamar rt kann_news מצפים בשלב הראשון להגדיל את כמות התיירים מישראל מ50 אלף בשנה ל200 אלף שרת התיירות של מרוקו נדיה פתאח התראיינה לamich rt kann_news מתי יגיעו החיסונים לרשות הפלסטינית פרסום ראשון אתמול נערכה פגישה ראשונה בין נציגי ישראל והרשות בנוגע למאבק בקורונה ישראל rt shimritmeir אי אפשר גם וגם  גם לדחוף לפתוח כמה שיותר וגם לשדר לציבור סקפטיות בנוגע לחיסונים כלומר אפשר אבל זו ההגדרה המילונית של חוס,43,10.75
Landau,Journalist,Haaretz,Female,20,ואדנל הענ,31,1.55,963,48.15,203,10.15,972,48.6,0.030200000000000005,0.8964500000000001,0.07335,0.088875,"לידיעת הרווקות רווקים danagat1 אישורי הפגנה למתחסנים ronenwei מי שתפוס יצפה בינתיים בתופעות הלוואי שלהם עזבו דרכונים ירוקים אם באמת רוצים לשכנע המונים להתחסן תנו להם עדיפות באלגוריתם של טינדר rt swp_mea  tomorrow 

whats ahead for the eu amp israel

 with gerambtlv egiaufreteu annaazari noa_landau muriel assebu וההשפעות לטווח הארוך גם לא ידועות עדיין ronnyeps doronip ברור שמותר לחגוג אבל מותר גם לדייק ולא להפוך כל חגיגה להיסטוריה rereshef מוש elad_utah לא זכור לי שבגללם הוכר הכיבוש המרוקאי שם dafnamaor ההיסטוריה חדלה לא קיים כלום פרט להווה שאין לו סוף  ובו המפלגה צודקת תמיד ronnyeps אז עכשיו המילה היסטוריה מציינת רק את מה שרלוונטי בעיניך הגענו לשלב הזה מהר מהצפוי ronnyeps אז עכשיו המילה היסטוריה מציינת רק את מה שרלוונטי בעיניך הגענו לשלב הזה מהר מהצפוי judymozes היסטוריה לשעתה flussophia ניתן על 2018 ותוקן ב2019 roisimyoni בהארץ כמובן מוזכר התיקון לחוק  וכנראה שרבין ופרס זה לא היה מספיק רשמי כמו ראש מלל אז עיריית פריז נקנסה על חוסר שוויון כי יש בה יותר נשים בכירות מגברים אבל לידיעת עורכי החוץ וחובבי החוק שהביא לאבס petei_s אוף תודה danielocarmon maltzjudy haaretz גם לצייץ  וגם לכתוב  there are three kinds of lies lies damned lies and statistics  mark twain",994,49.7
Lapid,Politician,Yesh_Atid,Male,5,דיפל,52,10.4,2761,552.2,87,17.4,379,75.8,0.09,0.7022,0.20800000000000002,0.16984000000000002,להגיד את האמת לאזרחים זה ערך האמת היא ערך הממשלה הזו איבדה את אמון הציבור מפני שהיא כל הזמן משקרת מעמד הביניים ה החיסונים הם לא הישג פוליטי כל מי שיכול לשלם יקבל חיסונים נתניהו פישל בקורונה מההתחלה עד הסוף אז הוא המציא לעצמו החיסונים מתחילים להגיע לכל העולם מוקדם מהצפוי זה טוב שיש חיסונים אני שמח שיש חיסונים חשבתי שזה ייקח עוד חודשים סיפורו של יענקלה אגמון הוא סיפורה של התרבות הישראלית מותו ישאיר אותנו קצת יתומי תרבות בעולם שבו ענף התרבות והביד שמחים שאתה איתנו,2813,562.6
Lee,Journalist,Haaretz,Female,96,יל דרו,472,4.916666666666667,1099,11.447916666666666,892,9.291666666666666,4217,43.927083333333336,0.02927083333333334,0.7045416666666666,0.2661666666666666,0.24106979166666662,"aviyalou מקסימים shmuel_eyal לגמרי rt nefolet לאה גולדברג rt amaloraby2 לא שאני לא אוהב נסיעות לחול אבל פשוט אחרי שראיתי את המגדלים הנוציצים ורכבי היוקרה והקניונים המפוארים בתמונות 
גליתי 
שלא kashkaval0 mrzedan15 actarab abaleh תודה רבה kashkaval0 mrzedan15 actarab abaleh מעניין תודה rt yaserwakid התרנגולת שגרמה למתח בגבול הישראלילבנוני חוסין שרתוני בן התשע מכפר מייס אלגבל הנמצא ליד הגבול הישראלי לבנוני מגדל תרנגול kashkaval0 mrzedan15 actarab abaleh קורה לכולנו  kashkaval0 mrzedan15 actarab abaleh קורה לכולנו  kashkaval0 mrzedan15 actarab abaleh לא kashkaval0 mrzedan15 actarab abaleh זה מאמר של עמליה רוזנבלום הנהדרת שמחה שזה השפיע עליך השפיע מאוד גם עלי  kashkaval0 mrzedan15 actarab abaleh בכנות אני גם לא מבינה
אני לא אסע לשם  mrzedan15 actarab abaleh מסכימה mrzedan15 actarab abaleh נאמץ את הפשרה שהוצעה mrzedan15 actarab abaleh נדלקת על המילה הזאת  avipniel odaskal ayelet__shaked חמוד אני לא בחקירה avipniel odaskal ayelet__shaked כן orange_white19 asaf_lib ayelet__shaked אתה לא מתמודד עם מה שעניתי  קשה לך האמת שאני לא תומכת בזה ושהטיעון שלך קרס orange_white19 asaf_lib ayelet__shaked למה אתה מניח שאני תומכת במינוי התפרסם בהארץ מאמר מערכת שיצא נגד המינוי avipniel odaskal ayelet__shaked לא דיברת איתי בתקופת ההתנתקות אז אל תשפוט על פי דמיונך איילת שקד כאמא לילדים את מרגישה בנוח לתמוך בפעולה הזאת של שפי פז גם אם את מתנגדת למבקשי המקלט את מרגישה בנוח לה actarab abaleh mrzedan15 אפשר להתפשר על פורפרה  actarab abaleh נכון אבל אתמול mrzedan15 העיר בצדק שזה גם بلبل בערבית אז אולי עדיף את הגרסה המעודנת והמהוגנת שמצאו בדובאי  rt danagat1 בא לי לבכות ולהקיא כשאני קוראת את זה
מה זה הרוע הזה dovsason شكرا chasmanshachar אין לי מושג  abaleh מהחברים החדשים בדובאי  המורה שלי לערבית שלחה לנו mrzedan15 ששששש mrzedan15 ששששש seaindian וואו  rt seaindian מישהו הדליק את הזרם בסניף המרכזי  mrzedan15 המורה שלי שלחה לנו את זה היום  avrhmt לא ברור  נמצאה המילה המהוגנת בערבית לסביבון 
عيد سعيد חג שמח rt maavak1 אם יש לכן שאלות לגבי חוק איסור צריכת זנות וסחר בבני אדם  מחר תוכלו לקבל תשובות dovsason מבינה אבל שים לב שבהפגנות לא מזכירים כיבוש בכלל rt idanlandau כמה מצביעי כחולבן מנותקים אתם שואלים

שהם מופתעים מהצבעתה של הילה שיוזאן בעד הסדרת מאחזי הפשע בסך הכל מדובר במי שהיתה רא oneofus_here הכל תמיד יותר יפה במציאות  dovsason מותר רגע בלי ביבי וההפגנה  וואו يافا  seaindian יפהפה rt seaindian הפוגה ramieden כן  יפיופון arbiv2lo  david_brown2019 lilian_israel  המאמר על ניצחונה של צילה עזרא וניסיון שר הפנים אריה דרעי ומנכל רשות ההגירה והאוכלוסין פרופ שלמה מוריוסף לגז rt zoeeannie שומעים רגע אני צריכה למצוא עבודה במשרה חלקית כלשהי 
אני טובה בניהול ויש מאחורי 13 שנות כתיבת תוכן לאינטרנט 

עזרה תתקבל ב rt arbiv2lo ﺓ תא מרבוטה היא תא צנועה ששומרת על כבודה בת מלך
לעומת הت תא מפתוחה לא עלינו הפתוחה לכל דורש

בשיעור הבא  מדוע אסו rt arbiv2lo ﺓ תא מרבוטה היא תא צנועה ששומרת על כבודה בת מלך
לעומת הت תא מפתוחה לא עלינו הפתוחה לכל דורש

בשיעור הבא  מדוע אסו rt asafronel הסיבה העיקרית שחיסוני הקורונה מעוררים חשש היא הקצב המדהים של פיתוחם דיברתי עם שניים מהמומחים הבודדים פה שהיו מעורבים באישור jemima1981 הוא לא שלי  וכן מהמם rt barak1cohen קבלו את שאלת המחץ מהחקירה בגין הופעה עם שיר במהלך מחאה בבלפור

חוקר  מדוע אינך משנה את התנהגותך lilian_israel הו איזה מתוק ashoufany חתיך  מרגש  david_brown2019 מקסים  moradha20247041 כן הוא יושב שם כל יום  הנה לני היפיוף
היום הוא התמסר כל כך והיה לטיף 
החורף עושה לו רק טוב  dovsason מאוד תודה שיש איים כאלה עדיין רגע של שפיות כמו פעם sammy67201212 sherripizza מסכימה אב של מוסר דרעי היה צריך לדעת ראשון עם כל פוזת הדת הנשגבת שלו sherripizza היא קיבלה מעמד קבע בדין משרד הפנים מעכב ביצוע ובוחן לערער משפטית לא בטוחה שהם יכולים ושכדאי להם אם הוועדה דורשת משר הפנים להסיר את העיכוב על פסק הדין ולבצע את פסק הדין ולהעניק לה מעמד קבע ולהפסיק להתנהל בצורה פוגענית לקורבנות סחר  חברת הכנסת מרב מיכאלי מסכמתלמדינת ישראל יש אחריות למה שצילה עזרא עברה ועכשיו היא עצמה פוגעת בה בכך שהיא מונעת ממ sherripizza אין מחלוקת אבל כרגע מדובר בה ובפסק דין שניתן לה  חברת הכנסת מרב מיכאלי מנהלת את הדיון בצורה מופתית ומציגה שאלות נוקבות לנציגת רשות האוכלוסין עוד אורלי שמואלי מה danfrbr  danfrbr  צילה עזרא בדיון חירום בכנסת על הקפאת פסק דין לתושבות שלה בוועדה חקידום מעמד האישה ולשוויון מגדרי הדברים הכי קשים jonathaneinhorn אמן
תודה  dovsason תודה  morandanit אמן  זה קורה הבוקר
בהצלחה צילה היקרה  rt arbiv2lo לא מכיר אבל למה אישה צריכה להיות יצוקה מברזל כל פעם שהיא מבצעת תפקיד כלשהו למה צריך להרחיק אותה מהדנא של שאר הנשים rt arbiv2lo 1 שיודעת rikicohen5 נשמע מעניין  baroorcom לא נכנסת לוויכוח הזה  baroorcom שולחת חיבוק  elexonora_trevi את מדהימה  rikycohen4 בוקר טוב הו rt hkim14050017 1
חכי יהדות התורה בראשות גפני יזמו הצעת חוק מופרעת אין לי מילה אחרת לפיה מי שאינן מרפאות בעיסוק וקלינאיות תקשורת יוכל aton_everet seaindian מרגש baroorcom לא נכנסת לויכוח יש עובדות אבל זה החלק החשוב במאמר ektielat05 شكرا  samirsuleiman3 בוקר טוב سمير  lilian_israel baroorcom מסכימה rt seaindian veredlee1 תודה על הפרגון  rt seaindian veredlee1 תודה על הפרגון  seaindian תודה לך  seaindian מרהיב
תודה שצילמת seaindian בוקר טוב  rt seaindian איזה יופי של חורף rt seaindian בוקר טוב עולם
יש גולשים בים صباح الورد בוקר טוב
מאמר מערכת עיתון הארץ הבוקר ektielat05 תודה מכל הان شاء الله ",1571,16.364583333333332
Lerer,Journalist,Reshet,Male,3,ררל איג,7,2.3333333333333335,13,4.333333333333333,35,11.666666666666666,177,59.0,0.0,0.7370000000000001,0.263,0.47536666666666666,yanircozin כולם פרפרים רק אתה אשתר rt akivanovick קמפיין חדש קורא לניסנקורן שרן השכל ורם שפע לקיים את הבטחתם ולהעביר לפני פיזור הכנסת את הלגליזציה שהבטיחו בקריאה ראשונה romanohoring חג שמח אחותי היקרה תבואי לבקר,20,6.666666666666667
Levinson,Journalist,Haaretz,Male,22,ןוסניול םייח,54,2.4545454545454546,3430,155.9090909090909,235,10.681818181818182,1104,50.18181818181818,0.0185,0.8467727272727273,0.13472727272727272,0.29481818181818187,"anerhaim1 חמוצה האשמים במצב

1 גדעון סער
1א יפעת שאשאביטון
1ב ניסנקורן
2 אביגדור ליברמן
3 עמית סגל
4 ליאת בןארי
5 מתלבט באמת אם להקדיש טור לכל האמיצות נטלי דדון ואלכסה דול amit_segal סליחה עמית לא יודע מה איתך אבל לי חסרים עוד מאמרי עומק על מועצת העיתונות hasolidit tomers18 david19116707 אל תגרמי לי לחשוף מה שאני יודע שלב הפארודיה nitzan_zur אשמח למנשן אני מזל שהוספת את הסתם tzurmaor ההנחה שהחמרת ענישה יוצרת שינוי היא דמגוגיה צרופה היא רק יוצרת ציוצים בטוויטר אבל תהנה כאילו רוצים לחוקק לכו לכנסת תחוקקו באושר והתרגשות עיתונאים או לוביסטים מעניין מה גלובס יביאו הערב על דליה דורנר בגלל איזנקוט קראתי אתמול את פסד הדין של העליון בעניין הצינון של מופז

מדהים איזה שחיתות הייתה פה פעם בפנסיות בצבא מ בגלל איזנקוט קראתי אתמול את פסד הדין של העליון בעניין הצינון של מופז

מדהים איזה שחיתות הייתה פה פעם בפנסיות בצבא מ עיון קטן בחוק הצינון מלמד שגם אם איזנקוט יכול לרוץ הוא לא יוכל להתמנות לשר עד אפריל 2022

כך שרמת האטרקטיביות שלו ל talialin חברי ועידה איך שכחת להעלות על נס את חוכמתה ועוצמתה של שרה נתניהו
את רוצה שיגידו שיערה זרד היא חלק מהשמאל פרומו לניסיון לבקש שוב חסינות הייתי שמח לדעת איך מועצת העיתונות הפכה להיות פתאום נושא כל כך אמציונלי בחיינו rt yoelituv הכותרת על ליברמן מזכירה את היהודי שהתעורר בבוקר וסיפר שהורו לו משמים בחלום להפוך לרבי גדול אמרה לו רעייתו כדי שזה יקרה החס barak1cohen להיפך יורד גשם אל תשאלו איך אני יודע",3484,158.36363636363637
Levy-Abekasis,Politician,Gesher,Female,1,סיסקבא-יול,14,14.0,551,551.0,3,3.0,14,14.0,0.524,0.476,0.0,-0.296,פייק הוגשה תלונה,565,565.0
Liberman,Politician,Israel_Beytenu,Male,4,ןמרביל,41,10.25,1183,295.75,34,8.5,173,43.25,0.0,0.45425,0.04575,0.125325,פעם ראשונה נוצרה הזדמנות ריאלית להקים קואליציה ציונית וליברלית ללא נתניהו אסור לנו לפספס אותה   פניתי אמש לחבריי לכנסת gidonsaar yairlapid וnaftalibennett בהצעה להקמת גוש ימין מרכז ציוני וליברלי זהו צו השעה,1224,306.0
Lieberman_Assaf,Journalist,Reshet_Bet,Male,4,ןמרביל ףסא,60,15.0,0,0.0,85,21.25,357,89.25,0.193,0.64025,0.167,-0.1872,rt orbar היש אדם מרושע בולט יותר בישראל מאשר שפי פז שפורצת לגנים כדי להפחיד ילדים קטנים rt hkim14050017 שפי פז שוב מבהילה ילדים כן ילדים האלוהים שלה לא מרחם על ילדי הגן בוז rt origivati שפי פז זאת שמוזמנת לדבר בכנסת על המצב בדרום תל אביב זאת שמתחבקת עם אמיר אוחנה ואיילת שקד זאת שמקללת ומפרסמת סרטונים גזעני rt veredlee1 איילת שקד כאמא לילדים את מרגישה בנוח לתמוך בפעולה הזאת של שפי פז גם אם את מתנגדת למבקשי המקלט את מרגישה בנוח להמשיך לחבק,60,15.0
Lieberman_Chen,Journalist,Reshet,Female,1,ןמרביל ןח,0,0.0,6,6.0,2,2.0,15,15.0,0.0,1.0,0.0,0.0,yoni416 12med865,6,6.0
Liebskind,Journalist,Maariv,Male,7,דניקסביל ןמלק,29,4.142857142857143,541,77.28571428571429,102,14.571428571428571,492,70.28571428571429,0.08671428571428572,0.8432857142857142,0.06999999999999999,0.013514285714285717,"שאלתם את עצמכם איך זה שכולנו בני כל עדות ישראל יוצאי מרוקו ויוצאי פולין שרים את ברכות הדלקת הנרות באותה מנגינה rt friedmanzohar kalmanliebskind אחרי שנים שכל המשפחה שלי מתנצלת בפני כל אורח שמגיע להדלקת נרות על זה שהמנגינה שלנו שונה באת והוכחת של 7 שנים לפטירתו של ספי ריבלין תזכורת קטנה ומעוררת געגוע לאיש המצחיק הזה
עצםהעניין yitzhakeliezer המנגינה לא הטקסט okevbtsadagudal בשעה 1800 בעצם העניין כאן 11
שי דרומי על כתב האישום הצפוי באשמת רצח נגד אריה שיף שירה למוות בגנב רכב בערד
ד rt ayeletsl הרב מאיר אבוטבול זל נפטר מקורונה והשאיר אחריו ששה יתומים
כל תרומה תהיה ברכה 
שלעולם נהיה בצד הנותן",570,81.42857142857143
Liel,Journalist,N12,Female,4,לאיל הנפד,33,8.25,660,165.0,46,11.5,246,61.5,0.02925,0.6115,0.35950000000000004,0.41200000000000003,"דברים שמרגשים אותי אושרה בטרומית הצעת החוק שמסדירה את החיבור לחשמל ומים במאחזים הבלתי חוקיים 60 תמכו 40 התנגדו בין התומכים ינקלביץ rt yaircherki פרסום ראשון
הרב פירר במכתב שצפוי להתפרסם מחר בעיתונות החרדית
לאחר שחקרתי ובדקתי היטב באחריות הנדרשת ופרסתי מסקנותי בפני gideonallon מזל טוב גדעון ",693,173.25
Linder,Journalist,The_Marker,Female,15,רדניל ינור,14,0.9333333333333333,691,46.06666666666667,183,12.2,873,58.2,0.066,0.7033333333333333,0.23066666666666666,0.13913999999999999,batiag בקיץ כן איזה כיף azironen כן בין השאר printzmetal okevm חמישה ימים ברוטו אבל חפיסות של 975 חיסונים זה אתגר גדול מאד במיוחד במקומות דלילים כמו בפריפריה okevm בדיוק והאפשרות של זריקת חיסונים לפח היא הגרועה ביותר y1shaul מסכימה y1shaul מסכימה עתידות מסמך התיעדוף הוא מסמך משפטי ואתי חשוב אבל בפועל דברים יתנהלו אחרת  הלוגיסטיקה הסופר מסובכת תקבע את המציאות בני משפחה של מחלימי קורונה ואוכלוסיות ספציפיות אחרות התחילו לקבל פניות מקופות חולים לעשות בדיקה סרולוגית כדי לבחון בעקבות הלחץ קיבלו היום הקופות התחייבות ממשרד הבריאות כי יוכלו לקבל את החיסונים ולחסן את העובדים כבר מיום ראשון כתף fakekakta sbyifat זו ידיעה מלפני יותר מחודש מאז הודיעו בצורה ברורה שיורדים מזה גם בבתי חולים בינוניים יש כעס על ההחלטה לתעדף את הגדולים לפניהם מאד אמוציונלי הסיפור הזה ולוחץ על תחושות של קיפוח yonipi0 sbyifat הובהר מזמן שזה לא על הפרק sbyifat רק שאיש לא מדבר על חיסון בכפייה יש להבהיר kvoras כבוד תדמית סמליות הכרה בדיוק הדברים שאנשים לא אדישים אליהם בקופות החולים יש כעס על העובדה שהראשונים להתחסן יהיו בתי החולים לפני הצוותים בקהילה זה המשך הקרב על הנרטיב והיוקר,705,47.0
